sum-product,,,,,,,,,,,
0.604400651,0.713524886,0.703578345,0.682377129,0.685086977,0.591233188,0.672862425,0.67526118,0.701308734,0.69350568,Average:,0.629147275
0.614509755,0.591935922,0.573922185,0.607771505,0.628166696,0.790581498,0.651393324,0.621532634,0.680049706,0.725596849,sigma:,0.06144739
0.636433441,0.637600965,0.603043542,0.719498332,0.701542741,0.547746292,0.73535605,0.491913762,0.650576931,0.681056552,,
0.555872115,0.584376727,0.668397848,0.54169686,0.672995367,0.566069888,0.656457899,0.649051284,0.569439678,0.554190063,,
0.630336199,0.656519876,0.664470774,0.581295886,0.61561937,0.671952346,0.651363471,0.678570234,0.547809718,0.539579982,,
0.557383345,0.603001557,0.587878404,0.557649167,0.639324189,0.699303724,0.554626277,0.617411128,0.511607474,0.585589819,,
0.549387557,0.626286688,0.693068329,0.63103865,0.667789485,0.727490459,0.579680069,0.788613277,0.662557764,0.581174318,,
0.713723288,0.669204576,0.652147454,0.565129929,0.600143061,0.649018192,0.591488333,0.630861479,0.571919185,0.551884875,,
0.696415305,0.619147478,0.618982169,0.666552845,0.621666114,0.547094436,0.6294258,0.51636033,0.715562629,0.661744645,,
0.591985726,0.662234447,0.472616263,0.623433007,0.636085651,0.566193622,0.634356869,0.692227333,0.664854127,0.591973205,,
,,,,,,,,,,,
min-max,,,,,,,,,,,
0.404801118,0.59275505,0.546567306,0.513419013,0.493391743,0.390374181,0.493629455,0.505841389,0.512958052,0.52703818,Average:,0.464474419
0.406527651,0.412958332,0.392539096,0.391962065,0.445719349,0.671614929,0.486240339,0.459250753,0.509445027,0.530378968,sigma:,0.078161377
0.484384664,0.531363905,0.435372732,0.688036461,0.578375668,0.403132002,0.59642541,0.310488516,0.52949213,0.532043922,,
0.432173822,0.423523112,0.550870915,0.351879599,0.470545007,0.374879384,0.535737473,0.493870214,0.384911392,0.355911609,,
0.419375866,0.467029558,0.481235773,0.3979416,0.428745558,0.496916527,0.460445466,0.475541077,0.351500592,0.353102774,,
0.363144297,0.450788901,0.418081772,0.375032223,0.521683153,0.509157621,0.406636422,0.451961929,0.349520986,0.418957619,,
0.39249137,0.476444546,0.523210415,0.490857622,0.54888171,0.600798531,0.425716132,0.689252803,0.516732049,0.390615455,,
0.586376977,0.510976864,0.521091665,0.356517076,0.383594139,0.444977671,0.425188602,0.507193433,0.392336005,0.364492194,,
0.545735549,0.423195403,0.47392786,0.521997742,0.455837818,0.367988503,0.439039117,0.335084368,0.585034702,0.480471691,,
0.452844361,0.480358309,0.31739601,0.444813655,0.474466517,0.462132495,0.464476284,0.559103207,0.480525143,0.387638227,,
,,,,,,,,,,,
alt,,,,,,,,,,,
0.51188716,0.704196079,0.644806509,0.619218164,0.598869112,0.530168362,0.606319124,0.621062863,0.586686708,0.625721811,Average:,0.626197836
0.501492631,0.592748363,0.529134332,0.576725278,0.592501702,0.77095046,0.619552444,0.596149099,0.648899668,0.624500191,sigma:,0.063265681
0.627578528,0.707401356,0.597333878,0.830949627,0.727818219,0.566049539,0.723506742,0.543983069,0.654415193,0.637049092,,
0.669866168,0.581154128,0.711290525,0.544119341,0.633651593,0.577930352,0.682946965,0.637738622,0.568376323,0.590962312,,
0.579140351,0.581460684,0.610345437,0.58393673,0.658587013,0.645321995,0.563796833,0.616126549,0.55230207,0.532311106,,
0.553015069,0.640378836,0.588807335,0.528555752,0.685134764,0.668241285,0.642780048,0.650910073,0.547820265,0.592902001,,
0.589927362,0.655096895,0.637722377,0.635845963,0.695656076,0.702331033,0.610935195,0.795495938,0.632247561,0.604074488,,
0.745669502,0.629754356,0.669419986,0.612959753,0.569032731,0.621675568,0.558122397,0.706671907,0.577903235,0.546540781,,
0.683038363,0.582285493,0.679047462,0.714299602,0.636566608,0.59077027,0.586683509,0.549619526,0.76191261,0.654474141,,
0.64353614,0.61547079,0.571428837,0.586162046,0.685379377,0.660744335,0.698161761,0.7245913,0.662306096,0.598636436,,
